id,genres,title,belongs_to_collection,budget,revenue,original_language,release_date,runtime,spoken_languages,vote_average,actors,director,return,combined_features
109907,"Thriller, Foreign",hate story,Hate Story Collection,0,0.0,hi,2012-04-20,141.0,"English, हिन्दी",6.4,"Rupinder Nagra, Seema Biswas, Naseeruddin Shah, Koel Purie, Vik Sahay, Roshan Seth",Richie Mehta,0.0,"Hate Story Collection Thriller, Foreign 2012-04-20 hi"
325133,Comedy,neighbors 2: sorority rising,Neighbors Collection,35000000,108758521.0,en,2016-04-05,91.0,English,5.6,"Paoli Dam, Gulshan Devaiah, Saurabh Dubey, Nikhil Dwivedi, Bhairavi Goswami, Iravati Harshe, Mohan Kapoor, Joy Sengupta, Gopal Singh",Vivek Agnihotri,3.1073863142857143,Neighbors Collection Comedy 2016-04-05 en
29829,"Mystery, Crime",mysterious intruder,The Whistler collection,0,0.0,en,2046-11-04,61.0,English,4.8,"Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz, Kiersey Clemons, Dave Franco, Ike Barinholtz, Carla Gallo, Christopher Mintz-Plasse, Beanie Feldstein, Clara Mamet, Awkwafina, Jerrod Carmichael, Lisa Kudrow, John Early, Selena Gomez, Hannibal Buress, Kelsey Grammer, Brian Huskey, Billy Eichner, Abbi Jacobson, Sam Richardson, Liz Cackowski, Elise Vargas, Zoey Vargas, Kyle Mooney, Ciara Bravo, Jordanne Calvin, Taryn Jones, Tara Bowles",Nicholas Stoller,0.0,"The Whistler collection Mystery, Crime 2046-11-04 en"
56078,"Comedy, Crime",vabank ii,Vabank (Collection),0,0.0,en,1984-06-05,97.0,Polski,7.1,"Leandro Hassum, Marcello Caridade, Luiza Valdetaro, Claudio Cinti, Ellen Rocche, Antônio Fragoso",Roberto Santucci,0.0,"Vabank (Collection) Comedy, Crime 1984-06-05 en"
23154,Animation,the garden of sinners - chapter 4: the hollow shrine,The Garden of Sinners,0,0.0,ja,2008-05-24,46.0,日本語,7.2,"Rony Clanton, Don Gordon, Joyce Walker, Paul Benjamin, Thomas Hicks, Mary Alice, Ram John Holder, Jerry Bell",Michael Campus,0.0,The Garden of Sinners Animation 2008-05-24 ja
212156,"Animation, Science Fiction",the garden of sinners: future gospel,The Garden of Sinners,0,0.0,ja,2013-09-28,88.0,日本語,7.2,"Gene Jones, Ben Getz, Kyle Kirkpatrick, Paulina Singer, Garrett Hendricks, Michelle Cameron, Johnny M. Faulkner, Angela Atwood, Zack Weiner",Daniel Robbins,0.0,"The Garden of Sinners Animation, Science Fiction 2013-09-28 ja"
3941,Comedy,blondie goes latin,Blondie Collection,0,0.0,en,2041-02-27,72.0,English,8.0,"Nonna Mordyukova, Rolan Bykov, Raisa Nedashkovskaya, Vasiliy Shukshin, Sergey Nikonenko, Otar Koberidze, Lyudmila Volynskaya, Leonid Reutov",Aleksandr Askoldov,0.0,Blondie Collection Comedy 2041-02-27 en
1652,"Comedy, Crime",00 schneider - jagd auf nihil baxter,00 Schneider Filmreihe,0,0.0,de,1994-12-21,92.0,Deutsch,6.5,"Max von Sydow, Lothaire Bluteau, Sarah Miles, Sofie Gråbøl, Aleksander Bardini, Beata Tyszkiewicz, Sławomira Łozińska, Peter Hesse Overgaard, Lars Lunøe, Trevor Cooper, Stanislaw Brejdygant, Maja Ploszynska, Eugenia Herman",Krzysztof Zanussi,0.0,"00 Schneider Filmreihe Comedy, Crime 1994-12-21 de"
9657,Comedy,otto - the movie,Otto Collection,0,0.0,de,1985-07-19,85.0,Deutsch,6.4,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Danny Jacobs, Cedric the Entertainer, Andy Richter, Taraji P. Henson",David Soren,0.0,Otto Collection Comedy 1985-07-19 de
9252,Comedy,otto - the new movie,Otto Collection,0,0.0,de,1987-07-16,82.0,Deutsch,4.5,"Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, Sami Kirkpatrick, Shane Baumel, Madison Davenport",Will Finn,0.0,Otto Collection Comedy 1987-07-16 de
9379,Comedy,otto - the alien from east frisia,Otto Collection,0,0.0,de,1989-12-07,92.0,Deutsch,5.0,"Jeanine Meyers, Jon Spinogatti",Cameron Hood,0.0,Otto Collection Comedy 1989-12-07 de
60964,"Action, Animation, Romance",macross frontier: the wings of goodbye,Macross Frontier Collection,0,0.0,ja,2011-02-26,115.0,日本語,5.8,"Mel Welles, Robert Jayne, David Carradine, Susan Lee Hoffman, Blake Bahner, Lana Clarkson, Henry Brandon, Wayne Grace, Edward Blackoff, Sid Haig, Diana Barton",Charles B. Griffith,0.0,"Macross Frontier Collection Action, Animation, Romance 2011-02-26 ja"
47747,"Mystery, Animation",the garden of sinners: epilogue,The Garden of Sinners,0,0.0,ja,2011-02-02,33.0,日本語,6.3,"Om Puri, Smita Patil, Amrish Puri, Shafi Inamdar, Achyut Potdar, Sadashiv Amrapurkar, Naseeruddin Shah, Ila Arun, Suresh Bhagwat, Vijay Kashyap",Govind Nihalani,0.0,"The Garden of Sinners Mystery, Animation 2011-02-02 ja"
363354,"Romance, Action, Comedy",library wars: the last mission,Library Wars Collection,0,0.0,ja,2015-05-10,120.0,日本語,0.0,"Kristina Klebe, Dan Shaked, Marianne Hagan, Jim J. Barnes, Zoe Sloane, Shira Weitz, Darbi Worley, Mike Nichols, Steve Carey, Alana Curry, Douglas Nyback",Mike Nichols,0.0,"Library Wars Collection Romance, Action, Comedy 2015-05-10 ja"
89458,"Animation, Comedy",crayon shin-chan: pursuit of the balls of darkness,Shin Chan Collection,0,0.0,ja,1997-04-19,100.0,日本語,6.0,"Valeria Bertuccelli, Gabriel Goity, Adrián Suar, Marcelo Xicarte, Luis Herrera, Martín Salazar, Oscar Nunez, Benjamín Amadeo, Mercedes Morán, Julieta Zylberberg",Juan Taratuto,0.0,"Shin Chan Collection Animation, Comedy 1997-04-19 ja"
50025,"Action, Comedy",kolpaçino,Kolpaçino Serisi,2000000,0.0,en,2009-11-29,98.0,Türkçe,6.3,"Johnny Pacar, Ambyr Childers, Christian Slater, Alessandra Torresani, Toby Hemingway",Michael A. Nickles,0.0,"Kolpaçino Serisi Action, Comedy 2009-11-29 en"
127380,"Adventure, Animation, Comedy, Family",finding dory,Finding Nemo Collection,200000000,1028570889.0,en,2016-06-16,97.0,English,6.8,"Thomas Mann, Lucy Fry, Logan Huffman, Amy Hargreaves, Bill Sage, Sam Page, Jessica Rothe, Ryan Ward, Robert Gorrie, Hemky Madera, Dylan Blue",Joseph Castelo,5.142854445,"Finding Nemo Collection Adventure, Animation, Comedy, Family 2016-06-16 en"
137400,"Comedy, Action",black & white: the dawn of assault,Black & White Collection,12000000,0.0,zh,2012-01-13,142.0,普通话,6.6,"Mandahla Rose, Brett Rogers, Julia Billington, Simon Bolton",Louise Wadley,0.0,"Black & White Collection Comedy, Action 2012-01-13 zh"
40080,"Drama, Romance",the cutting edge: fire & ice,The Cutting Edge Collection,0,0.0,en,2010-03-14,90.0,English,5.4,"Matt Lanter, Sarah Gadon, Benjamin Hollingsworth, Alycia Purrott, Christy Carlson Romano, Marcela Pizarro, Marco Ledezma, Lucinda Davis, Stefano DiMatteo, Stephanie Valois, Luis Oliva, Francia Raisa",Stuart Gillard,0.0,"The Cutting Edge Collection Drama, Romance 2010-03-14 en"
76081,"Action, Adventure",tarzan and the valley of gold,Tarzan (Mike Henry series),0,0.0,en,2066-01-07,90.0,English,4.0,"Matthew Modine, Michèle Laroque, Katie Walder, Richard Kind, Danielle Bisutti, Ed Quinn, Ann Cusack, Gia Mantegna, Patrick Breen, Samantha Droke, David Youse, Chip Sickler, Robert Della Cerra",Eddie O'Flaherty,0.0,"Tarzan (Mike Henry series) Action, Adventure 2066-01-07 en"
23767,"Action, Romance, Thriller",billa,Billa Collection,0,0.0,ta,2007-12-14,130.0,தமிழ்,6.5,Russell Howard,Peter Orton,0.0,"Billa Collection Action, Romance, Thriller 2007-12-14 ta"
34194,"Fantasy, Animation, Science Fiction, Foreign",tenchi the movie 2: the daughter of darkness,Tenchi Muyô Collection,0,0.0,en,1997-02-08,60.0,日本語,6.5,"Susana Robledo, Antonio Robledo",Cynthia Scott,0.0,"Tenchi Muyô Collection Fantasy, Animation, Science Fiction, Foreign 1997-02-08 en"
343972,Western,pecos river,The Durango Kid,0,0.0,en,2051-12-15,55.0,English,0.0,"Jennifer Aniston, Julia Roberts, Kate Hudson, Jason Sudeikis, Timothy Olyphant, Sarah Chalke, Margo Martindale, Jon Lovitz, Britt Robertson, Shay Mitchell, Jack Whitehall, Loni Love, Gianna Simone, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Lucy Walsh, Sandra Taylor, Christine Lakin, Owen Vaccaro, Ella Anderson, Ariana Neal, Grayson Russell, Paul Vogt, Inder Kumar, Caleb Brown, Brandon Spink, Sam Marshall, Siena LaGambina, Joseph Leo Bwarie, Matthew Walker, Rob Nagle, Penny Marshall, Héctor Elizondo, Adreana Gonzalez, Lisa Roberts Gillan, Rory O'Malley, Hazel Moder, Robert Pine, Ayden Bivek, Anoush NeVart, Larry Miller, Donielle Artese, Sean O'Bryan, Wedil David, Kate Linder, Jessi Case, Beth Kennedy, Brittany Belt, Kevin Blake, Tracey Bonner, Drew Matthews, Gary Friedkin, Nicolette Noble, Tom Hines",Garry Marshall,0.0,The Durango Kid Western 2051-12-15 en
21769,"Thriller, Action, Animation, Science Fiction, Adventure",armitage: dual matrix,Armitage III Collection,0,0.0,ja,2002-03-22,90.0,日本語,6.4,"Adrien Brody, Yvonne Strahovski, Campbell Scott, Jennifer Beals, Steven Berkoff, Linda Lavin, Kevin Breznahan, Thomas Bair, Will Beinbrink, Frank Deal, Chinasa Ogbuagu, Uzimann, Amelie McKendry",Brian DeCubellis,0.0,"Armitage III Collection Thriller, Action, Animation, Science Fiction, Adventure 2002-03-22 ja"
125513,"Adventure, Animation, Comedy, Fantasy",slayers premium,Slayers - Movie Collection,0,0.0,ja,2001-12-22,30.0,日本語,4.5,"Alexander Armstrong, Martin Freeman, Edward Baker-Duly, Sam Phillips, Peter Davison, Derek Riddell, James Fleet, Theo Barklem-Biggs",Saul Metzstein,0.0,"Slayers - Movie Collection Adventure, Animation, Comedy, Fantasy 2001-12-22 ja"
28697,"Action, Animation",fatal fury: the motion picture,Fatal Fury Collection,0,0.0,ja,1994-07-16,95.0,日本語,5.2,"Camille Guaty, America Ferrera, Joanna Flores, Suilma Rodriguez, Sabrina Wiener",Ramón Menéndez,0.0,"Fatal Fury Collection Action, Animation 1994-07-16 ja"
125521,"Adventure, Animation, Comedy, Fantasy",slayers return,Slayers - Movie Collection,0,0.0,ja,1996-03-08,60.0,日本語,3.6,"Masami Kikuchi, Junko Iwao, Ai Orikasa, Yumi Takada, Chisa Yokoyama, You Inoue, Yuko Mizutani, Yuri Amano, Etsuko Kozakura, Yuuko Kobayashi",Tetsu Kimura,0.0,"Slayers - Movie Collection Adventure, Animation, Comedy, Fantasy 1996-03-08 ja"
25843,"Fantasy, Animation, Science Fiction, Foreign, Action, Adventure",karas: the prophecy,Karas The Collection,0,0.0,ja,2005-05-25,90.0,日本語,6.2,"Hikaru Midorikawa, Mitsuki Yayoi, Nobutoshi Canna, Hisao Egawa, Banjô Ginga, Akira Kamiya, Kiyoshi Kobayashi, Yuka Koyama, Kouji Ishii",Ryutaro Nakamura,0.0,"Karas The Collection Fantasy, Animation, Science Fiction, Foreign, Action, Adventure 2005-05-25 ja"
71449,"Foreign, Science Fiction, Animation, Action",m.d. geist ii: death force,M.D. Geist Collection,0,0.0,ja,1996-12-03,45.0,日本語,4.6,"Tomokazu Seki, Takehito Koyasu, Kikuko Inoue, Daisuke Gouri, Yumi Touma, Kyoko Hikami",Masami Ôbari,0.0,"M.D. Geist Collection Foreign, Science Fiction, Animation, Action 1996-12-03 ja"
5066,Comedy,carry on cleo,The Carry On Collection,0,0.0,en,2064-08-11,94.0,English,6.6,"Gérard Philipe, Jeanne Moreau, Jeanne Valérie, Annette Stroyberg, Simone Renant, Jean-Louis Trintignant, Nicolas Vogel, Madeleine Lambert, Boris Vian, Gillian Hills",Roger Vadim,0.0,The Carry On Collection Comedy 2064-08-11 en
383121,"Action, Comedy",kindergarten cop 2,Kindergarten Cop Collection,0,0.0,en,2016-05-17,100.0,English,4.6,"Daniel Gélin, Anne Vernon, Elina Labourdette, Jacques François, Betty Stockfeld",Jacques Becker,0.0,"Kindergarten Cop Collection Action, Comedy 2016-05-17 en"
116185,Action,billa ii,Billa Collection,0,0.0,ta,2012-07-13,140.0,"தமிழ், తెలుగు",6.0,"Tom Hanks, Sarita Choudhury, Sidse Babett Knudsen, Ben Whishaw, Tom Skerritt, Tracey Fairaway, David Menkin, Alexander Black, Jane Perry, Amira El Sayed, Christy Meyer, Khalid Laith",Tom Tykwer,0.0,Billa Collection Action 2012-07-13 ta
33604,Comedy,we are not angels,Mi Nismo Anđeli Collection,0,0.0,sr,1992-01-01,98.0,Srpski,7.7,"Aaron Kwok, Jessie Li, Patrick Tam, Elaine Jin, Michael Ning, Maggie Shiu, Don Li, Harriet Yeung, Jacky Cai, Eddie Chen, Ronny Yuen",Philip Yung,0.0,Mi Nismo Anđeli Collection Comedy 1992-01-01 sr
58007,Comedy,poverty and nobility,Totò Collection,0,0.0,it,2054-01-01,95.0,Italiano,8.1,"Mladen Vasary, Predrag Vuković, Berislav Kokot, Boris Vujović, Zoran Havrle, Nikica Halužan, Marina Nemet, Dubravka Dolovčak, Boris Dvornik, Antun Vrdoljak, Antun Nalis, Kruno Valentić, Vera Misita, Adem Čejvan, Inge Appelt, Mate Ergović",Vladimir Tadej,0.0,Totò Collection Comedy 2054-01-01 it
78375,"Action, Science Fiction",cybertracker,CyberTracker Collection,0,0.0,en,1994-08-22,91.0,English,4.6,"Branka Katić, Nebojša Glogovac, Ana Sofrenović, Dragan Mićanović, Sergej Trifunović, Нада Блам, Svetozar Cvetković, Vladan Dujović, Predrag Ejdus, Rade Marković, Dejan Matić, Radoslav Milenković, Gordana Pavlov, ​Ljubiša Samardžić",Gorčin Stojanović,0.0,"CyberTracker Collection Action, Science Fiction 1994-08-22 en"
317121,"Romance, TV Movie",all of my heart,All of My Heart Collection,0,0.0,en,2015-02-14,81.0,English,6.3,"Günter Reich, Louis Devos, Eva Csapo, Roger Lucas, Richard Salter, Werner Mann, Ladislav Ilavsky, Elfriede Obrowsky, Helmut Baumann, Jürg Burth, Nick Frarrant, Wolfgang Kegler, Michael Molnar",Jean-Marie Straub,0.0,"All of My Heart Collection Romance, TV Movie 2015-02-14 en"
81976,"Documentary, History",alone in the wilderness part ii,The Dick Proenneke Collection,0,0.0,en,2011-02-12,60.0,English,7.6,"Teri Polo, James Patrick Stuart, Bailee Madison, Alexander Bedria, Jack Conley, Ashley Cusato, Simone Cook, Amandla Stenberg, Peggy Dunne, Dana Foist, Mercy Malick, Veronica Parks",Lee Rose,0.0,"The Dick Proenneke Collection Documentary, History 2011-02-12 en"
122293,"Adventure, Science Fiction, Thriller, Mystery",the philadelphia experiment,The Philadelphia Experiment - Collezione,0,0.0,en,2012-07-27,85.0,English,4.4,"Eleanor Parker, Patricia Neal, Ruth Roman, Frank Lovejoy, Leif Erickson, Ted de Corsia, Edmon Ryan, Larry Keating, Katherine Warren, Arthur Franz, Peter Brocco, Frank Fenton, Duncan Richardson",Robert Wise,0.0,"The Philadelphia Experiment - Collezione Adventure, Science Fiction, Thriller, Mystery 2012-07-27 en"
302508,"Fantasy, Science Fiction",emmanuelle 2000: emmanuelle's intimate encounters,Emmanuelle 2000 Collections (USA),0,0.0,en,2000-11-11,90.0,,3.5,"Ramaz Giorgobiani, Gogi Kharabadze, Marina Kartsivadze, Aleksandre Omiadze, Baadur Tsuladze, Tengiz Daushvili, Bukhuti Zakariadze, Akaki Kvantaliani, Otar Zautashvili, Ioseb Gogichaishvili",Otar Iosseliani,0.0,"Emmanuelle 2000 Collections (USA) Fantasy, Science Fiction 2000-11-11 en"
339526,"Adventure, Animation, Family",the land before time xiv: journey of the brave,The Land Before Time Collection,0,0.0,en,2016-02-02,82.0,English,7.6,"Goro Abashiri, Tarô Apollo, Shiro Demaemochi, Mitsufumi Hashimoto, Maya Kaba, Keiko Niitaka, Masako Ono, Salvador Tari",Shūji Terayama,0.0,"The Land Before Time Collection Adventure, Animation, Family 2016-02-02 en"
363607,"Comedy, Family",lassemajas detektivbyrå - stella nostra,LasseMaja: Samling,0,0.0,sv,2015-10-16,70.0,svenska,5.0,"Rebecka Josephson, Amy Deasismont, Henrik Norlén, Annika Hallin, Maxim Mehmet, Emelie Strömberg, Ellen Lindbom, Karin de Frumerie, Hugo Wijk, Noam Asseraf",Sanna Lenken,0.0,"LasseMaja: Samling Comedy, Family 2015-10-16 sv"
11392,"Family, Comedy, Crime",the olsen gang sees red,The Olsen Gang Collection,0,0.0,da,1976-01-10,100.0,Dansk,7.7,"Thea Sofie Rusten, Jan Tore Kristoffersen, Anneke von der Lippe, Eindride Eidsvold",Torun Lian,0.0,"The Olsen Gang Collection Family, Comedy, Crime 1976-01-10 da"
31264,"Action, Adventure, Fantasy",the blade master,Ator Collection,0,0.0,it,1982-12-13,92.0,Italiano,1.9,"Catherine Bell, Judd Nelson, Lou Ferrigno, Paul Sorvino, Joe Flanigan, Christine Dunford, Kiersten Hall, Andy McDermott, Lauren Bond, Terry Walters, Hunter Phoenix, Belen Rosenberg, Chris Hayes, Amber Lee Ettinger, Jake White",Michelle Danner,0.0,"Ator Collection Action, Adventure, Fantasy 1982-12-13 it"
16884,Comedy,anders matthesen: anden på coke?,Anders Matthesen,0,0.0,da,2006-11-14,112.0,Dansk,5.8,"Giuliano Gemma, George Eastman, Marisa Mell, Vittorio Congia, Luciano Catenacci, Remo Capitani, Giacomo Rossi-Stuart, Nello Pazzafini",Michele Lupo,0.0,Anders Matthesen Comedy 2006-11-14 da
57313,"Horror, Mystery, Crime",8213: gacy house,Paranormal Investigations Collection,500,0.0,en,2010-09-28,85.0,English,3.2,"Dirce Funari, Annj Goren, Mark Shannon, George Eastman, Lucia Ramirez",Joe D'Amato,0.0,"Paranormal Investigations Collection Horror, Mystery, Crime 2010-09-28 en"
308531,"Fantasy, Action, Adventure, Comedy",teenage mutant ninja turtles: out of the shadows,Teenage Mutant Ninja Turtles (Remake) Collection,135000000,245623848.0,en,2016-01-06,112.0,English,5.8,"Nicole Abisinio, Chris Bashinelli, Kat Castaneda, Suzi Lorraine",Joseph Ariola,1.8194359111111111,"Teenage Mutant Ninja Turtles (Remake) Collection Fantasy, Action, Adventure, Comedy 2016-01-06 en"
37237,"Action, Drama, Thriller",bullet to beijing,Harry Palmer Collection,0,0.0,en,1995-12-20,101.0,English,3.4,"Hiro Mizushima, Kenta Kiritani, Aoi Nakamura, Osamu Mukai, Takeru Satoh, Shiori Kutsuna",Yukihiko Tsutsumi,0.0,"Harry Palmer Collection Action, Drama, Thriller 1995-12-20 en"
33108,"Animation, Drama, Fantasy",the bremen town musicians,The Bremen Town Musicians (Collection),0,0.0,en,2069-06-06,20.0,Pусский,6.2,"Elio Germano, Sergio Vitolo, Tommaso Cestrone, Gesuino Pittalis",Pietro Marcello,0.0,"The Bremen Town Musicians (Collection) Animation, Drama, Fantasy 2069-06-06 en"
259693,Horror,the conjuring 2,The Conjuring Collection,40000000,320170008.0,en,2016-05-13,134.0,English,7.0,"David Attenborough, Oprah Winfrey",Martha Holmes,8.0042502,The Conjuring Collection Horror 2016-05-13 en
391757,"Drama, Action",never back down: no surrender,Never Back Down Collection,0,0.0,en,2016-07-06,101.0,English,6.8,"Anthony Weiner, Huma Abedin, Amit Bagga, Adam S. Barta, Stephen Colbert, Bill de Blasio, Sydney Leathers, Lawrence O'Donnell, Howard Stern, Jon Stewart, Donald Trump, Jordan Zain Weiner, Camille Joseph, Barbara Morgan, Andrew Noh, Maura Tracy, J. Buzz Von Ornsteiner",Josh Kriegman,0.0,"Never Back Down Collection Drama, Action 2016-07-06 en"
43074,"Action, Fantasy, Comedy",ghostbusters,Ghostbusters Collection,144000000,229147509.0,en,2016-07-14,116.0,English,5.3,"Mark Forest, Scilla Gabel, Jon Chevron, José Greci, Erno Crisa, Germano Longo, Dan Vadis",Michele Lupo,1.5913021458333334,"Ghostbusters Collection Action, Fantasy, Comedy 2016-07-14 en"
52947,"Action, Comedy, Foreign",kung fu mahjong,Kung Fu Mahjong Collection,0,0.0,en,2005-10-10,98.0,广州话 / 廣州話,5.5,"Mark Forest, José Greci, Giuliano Gemma, Erno Crisa, Mimmo Palmara, Livio Lorenzon, Piero Lulli, Paul Müller",Michele Lupo,0.0,"Kung Fu Mahjong Collection Action, Comedy, Foreign 2005-10-10 en"
61123,Crime,vares - the girls of april,Vares Collection,0,0.0,fi,2011-04-20,95.0,suomi,5.3,Kobe Bryant,Gotham Chopra,0.0,Vares Collection Crime 2011-04-20 fi
206789,Comedy,the kingdom of diamonds,Goopy Bagha Trilogy,0,0.0,bn,1980-12-18,118.0,বাংলা,6.9,"Kasia Smutniak, Francesco Arca, Filippo Scicchitano, Carolina Crescentini, Elena Sofia Ricci, Francesco Scianna, Carla Signoris, Paola Minaccioni, Giulia Michelini, Luisa Ranieri, Maria Sole Piccinni, Francesca Romana Verzaro",Ferzan Ozpetek,0.0,Goopy Bagha Trilogy Comedy 1980-12-18 bn
172817,"Thriller, Drama, Action, Crime",saheb biwi aur gangster returns,Saheb Biwi Aur Gangster Collection,0,0.0,hi,2013-08-03,142.0,हिन्दी,6.6,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Padmavati Rao, Sabyasachi Chakrabarty, Mukesh Chhabra, Prakash Belawadi, Masood Akhtar, Tota Roy Chowdhury, Arun Saha",Ribhu Dasgupta,0.0,"Saheb Biwi Aur Gangster Collection Thriller, Drama, Action, Crime 2013-08-03 hi"
263945,"Animation, Family",curious george: a very monkey christmas,Curious George Collection,0,0.0,en,2009-10-11,0.0,"Dansk, svenska",7.0,"Dick Mackey, Lance Mackey",Greg Kohs,0.0,"Curious George Collection Animation, Family 2009-10-11 en"
40741,Action,the trail of blood,Mikogami Trilogy / Wanderer Jôkichi,0,0.0,ja,2072-10-06,88.0,日本語,0.0,"Sabrina Carpenter, Sofia Carson, Max Lloyd-Jones, Gillian Vigman, Alissa Skovbye, Kevin O'Grady, Arielle Tuliao, Kevin G. Quinn, Nikki Hahn, Jet Jurgensmeyer, Lisa MacFadden, J.C. Williams, Mallory James Mahoney, Max Gecowets",John Schultz,0.0,Mikogami Trilogy / Wanderer Jôkichi Action 2072-10-06 ja
316727,"Action, Horror, Thriller",the purge: election year,The Purge Collection,10000000,118587880.0,en,2016-06-29,105.0,English,6.1,"Vincent Regan, Charles Dance, Dexter Fletcher, Craig Fairbrass, Sean Pertwee, Keeley Hazell, Frank Harper, Luke Treadaway",Frank Harper,11.858788,"The Purge Collection Action, Horror, Thriller 2016-06-29 en"
388191,"Action, Adventure, Fantasy",mythica: the iron crown,Mythica Collection,0,0.0,en,2016-05-14,0.0,English,5.9,Brian De Palma,Noah Baumbach,0.0,"Mythica Collection Action, Adventure, Fantasy 2016-05-14 en"
328716,"Action, Mystery, Comedy, Adventure",detective k: secret of the lost island,Detective K Collection,0,0.0,ko,2015-11-02,125.0,한국어/조선말,7.5,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Vipin Sharma, Amruta Subhash, Mukesh Chhabra, Ashok Lokhande, Anuschka Sawhney, Harssh A. Singh, Hitesh Dave, Rajesh Jais, Kalidas Parthitan, Rhea Pagar",Anurag Kashyap,0.0,"Detective K Collection Action, Mystery, Comedy, Adventure 2015-11-02 ko"
369776,Comedy,les tuche 2: le rêve américain,Les Tuche,0,0.0,fr,2016-03-02,94.0,Français,5.7,"Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Simon Pegg, Keke Palmer, Jennifer Lopez, Neil deGrasse Tyson, Jesse Tyler Ferguson, Jessie J, Adam Devine, Wanda Sykes, Melissa Rauch, Michael Strahan, Nick Offerman, Stephanie Beatriz, Max Greenfield, Lilly Singh, Chris Wedge, Stephanie Beatriz, Robert Cardone",Mike Thurmeier,0.0,Les Tuche Comedy 2016-03-02 fr
12529,"Comedy, Western",boot hill,Cat Stevens y Hutch Bessy Trilogy,0,0.0,it,2069-12-20,97.0,Italiano,5.7,"Kim Myung-min, Oh Dal-su, Lee Yeon-hee, Jung Won-joong, Hwang Chae-won, Hwang Jeong-min, Woo Hyeon, Choi Moo-seong",Kim Suk-Yoon,0.0,"Cat Stevens y Hutch Bessy Trilogy Comedy, Western 2069-12-20 it"
33201,Fantasy,jeremiah,The Bible Collection,0,0.0,en,1998-12-14,90.0,"Français, Deutsch",5.4,"Riccardo Scamarcio, Daniela Ramírez, Luis Gnecco, Alejandro Goic, Gianfabio Pezzolla, Paulina Urrutia, Maria Eugenia Barrenechea, Mario Mazzarotto",Vincenzo Marra,0.0,The Bible Collection Fantasy 1998-12-14 en
58430,Fantasy,solomon,The Bible Collection,0,0.0,en,1997-12-15,180.0,English,6.3,"Marco Giallini, Maya Sansa, Alessandro Tiberi, Giorgio Colangeli",Stefano Chiantini,0.0,The Bible Collection Fantasy 1997-12-15 en
154441,Comedy,till luck do us part,Till Luck Do Us Part Collection,0,1672940.0,pt,2012-05-10,104.0,Português,6.4,"Georg Friedrich, Tilde von Overbeck, Kamil Krejcí, Yufei Lee, Koi Lee, Sebastian Krähenbühl",Tobias Nölle,0.0,Till Luck Do Us Part Collection Comedy 2012-05-10 pt
28406,Horror,the fury of the wolf man,Waldemar Daninsky Collection,0,0.0,en,2072-07-02,90.0,Español,6.7,"Ben Foster, Lubna Azabal, Peter Coyote, Narek Nersisyan, Armine Zeytounchian , Garik Chepchyan , Aren Vatyan, Ruzanna Shar, Ara Hakobyan, Nick Wagner, Yvette Ghazaryan, Hayk Gasparyan, Alla Sahakyan, Armen Hayrapetyan, Christina Hovaguimyan",Braden King,0.0,Waldemar Daninsky Collection Horror 2072-07-02 en
42498,"Drama, Romance",the adversary,Calcutta Trilogy,0,0.0,bn,2070-10-27,110.0,বাংলা,7.7,"Jordi Dauder, Juan José Ballesta, Natalia Millán, Victoria Mora, José Ángel Egido, Miguel Rellán, Joserra Cadiñanos, Eduardo Noriega",Mateo Gil,0.0,"Calcutta Trilogy Drama, Romance 2070-10-27 bn"
108432,"Crime, Drama, Mystery",sherlock holmes and the leading lady,Sherlock Holmes: The Golden Years Collection,0,0.0,en,1991-06-12,180.0,English,3.5,"Kalki Koechlin, Naseeruddin Shah, Prashant Prakash, Gulshan Devaiah",Anurag Kashyap,0.0,"Sherlock Holmes: The Golden Years Collection Crime, Drama, Mystery 1991-06-12 en"
24057,"Fantasy, Animation",wyrd sisters,The Discworld Collection,0,0.0,en,1997-05-18,140.0,English,5.7,"Christopher Lee, James Faulkner, Sybil Danning, Horst Frank, Erik Schumann, Sascha Hehn, Trevor Howard",Jürgen Goslar,0.0,"The Discworld Collection Fantasy, Animation 1997-05-18 en"
48995,"Thriller, Action",the democratic terrorist,Hamilton Collection,0,3142763.0,sv,1992-08-21,96.0,"العربية, English, Deutsch, svenska",6.0,"Bela Lugosi, Wallace Ford, Arline Judge, E. Alyn Warren, Lotus Long, Robert Emmet O'Connor",William Nigh,0.0,"Hamilton Collection Thriller, Action 1992-08-21 sv"
334304,"Adventure, Family",belle and sebastian: the adventure continues,Belle et Sébastien,0,0.0,fr,2015-07-12,97.0,Français,6.8,"Julián Génisson, Ingrid García Jonsson, Vicenç Miralles, Chema Adeva, Lorena Iglesias, Rocío León, Elena Serrano, César Abánades, Miguel Esteban, Daniel Méndez, Xabi Tolosa, Javier Esquisabel, Patricia García Méndez, Francisco Serrano, Daniel Luke",Pablo Hernando,0.0,"Belle et Sébastien Adventure, Family 2015-07-12 fr"
